CacheEntryPosition,BatchKeyPath,ProgramName,BatchValueName,ModifiedTime
0,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\LogonUI.exe,AppCompatCache,2010-11-21 03:24:09.5725262
1,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\SearchFilterHost.exe,AppCompatCache,2009-07-14 01:39:37.0490000
2,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\SearchProtocolHost.exe,AppCompatCache,2009-07-14 01:39:37.4080000
3,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\unlodctr.exe,AppCompatCache,2010-11-21 03:24:01.1485114
4,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\unlodctr.exe,AppCompatCache,2009-07-14 01:39:48.6710000
5,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework\v2.0.50727\mscorsvw.exe,AppCompatCache,2009-06-10 21:23:09.2514876
6,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework\v2.0.50727\ngen.exe,AppCompatCache,2010-11-21 03:23:48.8244898
7,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorsvw.exe,AppCompatCache,2009-06-10 20:39:58.8567349
8,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework64\v2.0.50727\ngen.exe,AppCompatCache,2010-11-21 03:24:32.4577664
9,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\syswow64\MsiExec.exe,AppCompatCache,2010-11-21 03:24:28.8073600
10,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\MSIEXEC.EXE,AppCompatCache,2010-11-21 03:24:15.2353362
11,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,AppCompatCache,2010-03-18 05:16:28.0000000
12,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,AppCompatCache,2010-03-18 05:16:28.0000000
13,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,AppCompatCache,2010-03-18 06:27:14.0000000
14,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,AppCompatCache,2010-03-18 06:27:14.0000000
15,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SetupCache\Client\Setup.exe,AppCompatCache,2010-03-18 20:16:28.0000000
16,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\DllHost.exe,AppCompatCache,2009-07-14 01:39:06.9260000
17,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\consent.exe,AppCompatCache,2010-11-21 03:24:08.4181242
18,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\appwiz.cpl,AppCompatCache,2010-11-21 03:24:00.4153101
19,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\DllHost.exe,AppCompatCache,2009-07-14 01:14:18.2430000
20,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\WindowsAnytimeUpgradeUI.exe,AppCompatCache,2009-07-14 01:39:52.6020000
21,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\wuapp.exe,AppCompatCache,2010-11-21 03:24:09.1513255
22,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\WerFault.exe,AppCompatCache,2009-07-14 01:39:51.7440000
23,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\svchost.exe,AppCompatCache,2009-07-14 01:39:46.5030000
24,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Downloads\KAPE\KAPE\kape\KAPE\kape.exe,AppCompatCache,2020-10-23 07:17:50.0000000
25,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Downloads\KAPE\KAPE\kape\KAPE\gkape.exe,AppCompatCache,2020-10-23 07:17:48.0000000
26,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\KAPE\kape.exe,AppCompatCache,2020-10-23 22:17:50.0000000
27,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\cmd.exe,AppCompatCache,2010-11-21 03:23:55.5325016
28,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\AppData\Local\Programs\Python\Python37\python.exe,AppCompatCache,2018-06-26 21:01:38.0000000
29,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\slui.exe,AppCompatCache,2010-11-21 03:24:16.9357391
30,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,E:\99b5e52dfb60bcdfb065\SetupUtility.exe,AppCompatCache,2010-03-18 19:58:36.0000000
31,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\lodctr.exe,AppCompatCache,2009-07-14 01:14:22.8290000
32,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\lodctr.exe,AppCompatCache,2009-07-14 01:39:15.8490000
33,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\wbem\mofcomp.exe,AppCompatCache,2009-07-14 01:14:24.5450000
34,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\wbem\mofcomp.exe,AppCompatCache,2009-07-14 01:39:20.0300000
35,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\wbem\wmiprvse.exe,AppCompatCache,2010-11-21 03:24:15.5005366
36,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework\v4.0.30319\regtlibv12.exe,AppCompatCache,2010-03-18 05:16:28.0000000
37,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regtlibv12.exe,AppCompatCache,2010-03-18 06:27:14.0000000
38,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\wuauclt.exe,AppCompatCache,2010-11-21 03:24:25.2349537
39,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\DrvInst.exe,AppCompatCache,2009-07-14 01:39:07.4720000
40,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\vssvc.exe,AppCompatCache,2010-11-21 03:23:55.3609012
41,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\servicing\TrustedInstaller.exe,AppCompatCache,2010-11-21 03:24:03.2389151
42,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\wusa.exe,AppCompatCache,2010-11-21 03:24:08.5273244
43,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\wusa.exe,AppCompatCache,2010-11-21 03:24:08.5273244
44,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,E:\99b5e52dfb60bcdfb065\Setup.exe,AppCompatCache,2010-03-18 20:16:28.0000000
45,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Downloads\dotNetFx40_Client_x86_x64.exe,AppCompatCache,2025-03-10 05:46:36.9939676
46,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\fontext.dll,AppCompatCache,2010-11-21 03:23:48.9804900
47,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\WINDOWS\SYSTEM32\reg.exe,AppCompatCache,2009-07-14 01:39:29.4210000
48,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\py.exe,AppCompatCache,2018-06-26 20:07:50.0000000
49,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,E:\74c1a05de8678b89278bfc17e8\Setup.exe,AppCompatCache,2021-05-01 03:00:22.0000000
50,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Downloads\ndp48-web.exe,AppCompatCache,2025-03-10 05:38:06.9209499
51,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\Windows Sidebar\sbdrop.dll,AppCompatCache,2009-07-14 01:41:53.8900000
52,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,E:\cdadd65ee979e7c8c67b25b630f9\Setup.exe,AppCompatCache,2021-05-01 03:00:22.0000000
53,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\KAPE\KAPE\KAPE\kape\KAPE\gkape.exe,AppCompatCache,2020-10-23 07:17:48.0000000
54,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\KAPE\KAPE\KAPE\kape\KAPE\kape.exe,AppCompatCache,2020-10-23 07:17:50.0000000
55,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\Windows Defender\MpOAV.dll,AppCompatCache,2009-07-14 01:41:26.8090000
56,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\wermgr.exe,AppCompatCache,2009-07-14 01:39:51.7750000
57,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,E:\c3960ccded308158f5976ac7\SetupUtility.exe,AppCompatCache,2010-03-18 19:58:36.0000000
58,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,E:\c3960ccded308158f5976ac7\Setup.exe,AppCompatCache,2010-03-18 20:16:28.0000000
59,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\dotNetFx40_Full_setup.exe,AppCompatCache,2025-03-10 05:15:49.2833860
60,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,E:\e9fd58d8fd17842d0f97\SetupUtility.exe,AppCompatCache,2016-07-14 21:43:42.0000000
61,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,E:\e9fd58d8fd17842d0f97\Setup.exe,AppCompatCache,2021-05-01 03:22:12.0000000
62,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\ndp462-kb3151802-web.exe,AppCompatCache,2025-03-10 05:12:11.3389666
63,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,E:\8461b049aebd7df18e01b8ab66\Setup.exe,AppCompatCache,2021-05-01 03:00:22.0000000
64,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\ndp48-web.exe,AppCompatCache,2025-03-10 05:09:56.1608175
65,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\RECmd.exe,AppCompatCache,2025-02-20 05:18:05.4320877
66,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\wbem\WMIADAP.EXE,AppCompatCache,2009-07-14 01:39:55.0820000
67,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Internet Explorer\iexplore.exe,AppCompatCache,2010-11-21 03:25:08.8526303
68,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\schtasks.exe,AppCompatCache,2010-11-21 03:24:26.3269556
69,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\taskhost.exe,AppCompatCache,2010-11-21 03:24:08.2465239
70,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\wsqmcons.exe,AppCompatCache,2010-11-21 03:24:49.1341957
71,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\sdclt.exe,AppCompatCache,2010-11-21 03:25:06.3254259
72,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\sc.exe,AppCompatCache,2009-07-14 01:39:35.9420000
73,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\AppData\Local\Programs\Python\Python37\Scripts\pip.exe,AppCompatCache,2025-03-09 13:14:13.6310004
74,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\mydocs.dll,AppCompatCache,2010-11-21 03:24:01.6321123
75,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\sendmail.dll,AppCompatCache,2009-07-14 01:41:53.9830000
76,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\acppage.dll,AppCompatCache,2010-11-21 03:24:23.6125509
77,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\syncui.dll,AppCompatCache,2010-11-21 03:24:51.4741998
78,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\twext.dll,AppCompatCache,2010-11-21 03:24:16.0777376
79,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\mssvp.dll,AppCompatCache,2010-11-21 03:25:08.9774306
80,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\DeviceCenter.dll,AppCompatCache,2010-11-21 03:23:51.5544946
81,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\zipfldr.dll,AppCompatCache,2010-11-21 03:24:01.1953115
82,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\rdpclip.exe,AppCompatCache,2010-11-21 03:24:42.0049832
83,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\TSTheme.exe,AppCompatCache,2009-07-14 01:39:48.5310000
84,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\SearchFolder.dll,AppCompatCache,2010-11-21 03:24:28.6045596
85,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\wpdshext.dll,AppCompatCache,2010-11-21 03:24:52.5818018
86,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\prnfldr.dll,AppCompatCache,2010-11-21 03:23:48.9648900
87,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\SearchIndexer.exe,AppCompatCache,2009-07-14 01:39:37.2830000
88,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\networkexplorer.dll,AppCompatCache,2010-11-21 03:24:02.7241142
89,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\gameux.dll,AppCompatCache,2010-11-21 03:24:49.0873956
90,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\shdocvw.dll,AppCompatCache,2010-11-21 03:23:54.3936996
91,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\ntshrui.dll,AppCompatCache,2010-11-21 03:23:51.3672942
92,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\cscui.dll,AppCompatCache,2010-11-21 03:24:41.4277822
93,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\EhStorShell.dll,AppCompatCache,2009-07-14 01:40:36.8430000
94,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Explorer.EXE,AppCompatCache,2010-11-21 03:24:11.6785299
95,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\Dwm.exe,AppCompatCache,2009-07-14 01:39:08.5490000
96,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\userinit.exe,AppCompatCache,2010-11-21 03:24:28.9321602
97,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\sppsvc.exe,AppCompatCache,2010-11-21 03:23:56.4841032
98,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\spoolsv.exe,AppCompatCache,2010-11-21 03:24:27.6373579
99,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\lsm.exe,AppCompatCache,2010-11-21 03:23:53.9724988
100,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\lsass.exe,AppCompatCache,2009-07-14 01:39:16.1140000
101,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\services.exe,AppCompatCache,2009-07-14 01:39:37.5950000
102,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Downloads\dist\try2.exe,AppCompatCache,2025-03-09 13:59:46.1130478
103,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Downloads\dist\try2.exe,AppCompatCache,2025-03-09 13:58:10.6317679
104,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\AppData\Local\Programs\Python\Python37\pythonw.exe,AppCompatCache,2018-06-26 21:01:40.0000000
105,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\WFS.exe,AppCompatCache,2010-11-21 03:25:07.1990274
106,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\xpsrchvw.exe,AppCompatCache,2009-07-14 01:39:59.6380000
107,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\AccessData\FTK Imager\FTK Imager.exe,AppCompatCache,2022-01-19 01:02:40.0000000
108,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\mspaint.exe,AppCompatCache,2009-07-14 01:39:24.2110000
109,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\SnippingTool.exe,AppCompatCache,2009-07-14 01:39:41.7450000
110,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\StikyNot.exe,AppCompatCache,2009-07-14 01:39:46.4090000
111,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\calc.exe,AppCompatCache,2009-07-14 01:38:57.7690000
112,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\displayswitch.exe,AppCompatCache,2009-07-14 01:39:06.7700000
113,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\WINDOWS\SYSTEM32\RUNDLL32.EXE,AppCompatCache,2009-07-14 01:39:31.4330000
114,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Windows Media Player\wmplayer.exe,AppCompatCache,2010-11-21 03:25:10.5842334
115,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\pyshellext.amd64.dll,AppCompatCache,2018-06-26 20:10:16.0000000
116,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\dist\try2.exe,AppCompatCache,2025-03-09 13:48:39.1088114
117,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\NOTEPAD.EXE,AppCompatCache,2009-07-14 01:39:25.4900000
